VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseRupees,TotalSalesQuantity,TotalSalesRupees,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
1004,Amul Wholesale,Amul,Milk 100g,212.35,137.51,250,100,21235,840,154557.9,2298.46,15455.79,11591.72,133322.9,86.2608122910573,8.4,7.27845067106193,212.35,Large,0
1004,Amul Wholesale,Amul,Milk 100g,212.35,140.61,100,100,21235,840,154557.9,2298.46,15455.79,11591.72,133322.9,86.2608122910573,8.4,7.27845067106193,212.35,Large,0
1004,Amul Wholesale,Amul,Milk 100g,212.35,144.38,200,100,21235,840,154557.9,2298.46,15455.79,11591.72,133322.9,86.2608122910573,8.4,7.27845067106193,212.35,Large,0
1004,Amul Wholesale,Amul,Milk 100g,212.35,158.66,1000,100,21235,840,154557.9,2298.46,15455.79,11591.72,133322.9,86.2608122910573,8.4,7.27845067106193,212.35,Large,0
1004,Amul Wholesale,Amul,Milk 100g,212.35,176.11,500,100,21235,840,154557.9,2298.46,15455.79,11591.72,133322.9,86.2608122910573,8.4,7.27845067106193,212.35,Large,0
1004,Amul Wholesale,Amul,Milk 100g,212.35,195.96,1000,100,21235,840,154557.9,2298.46,15455.79,11591.72,133322.9,86.2608122910573,8.4,7.27845067106193,212.35,Large,0
1004,Amul Wholesale,Amul,Milk 100g,212.35,245.34,1000,100,21235,840,154557.9,2298.46,15455.79,11591.72,133322.9,86.2608122910573,8.4,7.27845067106193,212.35,Large,0
1004,Amul Wholesale,Amul,Milk 100g,212.35,247.47,200,100,21235,840,154557.9,2298.46,15455.79,11591.72,133322.9,86.2608122910573,8.4,7.27845067106193,212.35,Large,0
1004,Amul Wholesale,Amul,Milk 100g,212.35,283.13,100,100,21235,840,154557.9,2298.46,15455.79,11591.72,133322.9,86.2608122910573,8.4,7.27845067106193,212.35,Large,0
1004,Amul Wholesale,Amul,Milk 100g,212.35,298.7,1000,100,21235,840,154557.9,2298.46,15455.79,11591.72,133322.9,86.2608122910573,8.4,7.27845067106193,212.35,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,28.62,1000,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,54.47,1000,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,57.63,500,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,62.47,1000,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,81.49,200,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,91.19,250,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,91.48,200,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,116.68,1000,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,134.51,1000,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,143.25,1000,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,143.48,200,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,158.65,1000,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,169.96,250,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,185.54,500,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,193.32,100,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,210.55,100,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,214.96,250,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,256.82,250,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1005,Tata Foods,Tata,Butter 250ml,205.46,296.79,500,90,18491.4,1200,170022.7,2691.86,17002.27,13601.85,151531.3,89.1241581271207,13.3333333333333,9.19469050477519,205.46,Large,0
1004,Amul Wholesale,Amul,Milk 1kg,184,38.51,100,100,18400,840,154557.9,2298.46,15455.79,11591.72,136157.9,88.095076343558,8.4,8.39988586956522,184,Large,0
1004,Amul Wholesale,Amul,Milk 1kg,184,62.68,250,100,18400,840,154557.9,2298.46,15455.79,11591.72,136157.9,88.095076343558,8.4,8.39988586956522,184,Large,0
1004,Amul Wholesale,Amul,Milk 1kg,184,77.2,1000,100,18400,840,154557.9,2298.46,15455.79,11591.72,136157.9,88.095076343558,8.4,8.39988586956522,184,Large,0
1004,Amul Wholesale,Amul,Milk 1kg,184,92.2,1000,100,18400,840,154557.9,2298.46,15455.79,11591.72,136157.9,88.095076343558,8.4,8.39988586956522,184,Large,0
1004,Amul Wholesale,Amul,Milk 1kg,184,137.51,250,100,18400,840,154557.9,2298.46,15455.79,11591.72,136157.9,88.095076343558,8.4,8.39988586956522,184,Large,0
1004,Amul Wholesale,Amul,Milk 1kg,184,140.61,100,100,18400,840,154557.9,2298.46,15455.79,11591.72,136157.9,88.095076343558,8.4,8.39988586956522,184,Large,0
1004,Amul Wholesale,Amul,Milk 1kg,184,144.38,200,100,18400,840,154557.9,2298.46,15455.79,11591.72,136157.9,88.095076343558,8.4,8.39988586956522,184,Large,0
1004,Amul Wholesale,Amul,Milk 1kg,184,158.66,1000,100,18400,840,154557.9,2298.46,15455.79,11591.72,136157.9,88.095076343558,8.4,8.39988586956522,184,Large,0
1004,Amul Wholesale,Amul,Milk 1kg,184,176.11,500,100,18400,840,154557.9,2298.46,15455.79,11591.72,136157.9,88.095076343558,8.4,8.39988586956522,184,Large,0
1004,Amul Wholesale,Amul,Milk 1kg,184,195.96,1000,100,18400,840,154557.9,2298.46,15455.79,11591.72,136157.9,88.095076343558,8.4,8.39988586956522,184,Large,0
1004,Amul Wholesale,Amul,Milk 1kg,184,245.34,1000,100,18400,840,154557.9,2298.46,15455.79,11591.72,136157.9,88.095076343558,8.4,8.39988586956522,184,Large,0
1004,Amul Wholesale,Amul,Milk 1kg,184,247.47,200,100,18400,840,154557.9,2298.46,15455.79,11591.72,136157.9,88.095076343558,8.4,8.39988586956522,184,Large,0
1004,Amul Wholesale,Amul,Milk 1kg,184,283.13,100,100,18400,840,154557.9,2298.46,15455.79,11591.72,136157.9,88.095076343558,8.4,8.39988586956522,184,Large,0
1004,Amul Wholesale,Amul,Milk 1kg,184,298.7,1000,100,18400,840,154557.9,2298.46,15455.79,11591.72,136157.9,88.095076343558,8.4,8.39988586956522,184,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,16.66,1000,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,22.51,500,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,31.57,100,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,44.28,500,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,48.22,1000,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,59.05,250,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,69.23,500,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,69.95,1000,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,77.36,100,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,114.64,500,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,121.86,1000,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,129.78,500,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,153.71,1000,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,167.57,1000,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,168.03,200,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,191.77,100,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,196.39,250,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,205.43,1000,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,206.3,100,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,214.44,1000,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,251.26,100,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,258.32,100,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,275.62,500,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,285.09,1000,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1002,Haldirams Distributors,Haldirams,Tea 100g,188.45,288.63,100,90,16960.5,1450,212650.15,3667.67,21265.02,15948.77,195689.65,92.0242238249068,16.1111111111111,12.537964682645,188.45,Large,0
1004,Amul Wholesale,Amul,Tea 200g,185.6,38.51,100,90,16704,840,154557.9,2298.46,15455.79,11591.72,137853.9,89.1923997414561,9.33333333333333,9.25274784482759,185.6,Large,0
1004,Amul Wholesale,Amul,Tea 200g,185.6,62.68,250,90,16704,840,154557.9,2298.46,15455.79,11591.72,137853.9,89.1923997414561,9.33333333333333,9.25274784482759,185.6,Large,0
1004,Amul Wholesale,Amul,Tea 200g,185.6,77.2,1000,90,16704,840,154557.9,2298.46,15455.79,11591.72,137853.9,89.1923997414561,9.33333333333333,9.25274784482759,185.6,Large,0
1004,Amul Wholesale,Amul,Tea 200g,185.6,92.2,1000,90,16704,840,154557.9,2298.46,15455.79,11591.72,137853.9,89.1923997414561,9.33333333333333,9.25274784482759,185.6,Large,0
1004,Amul Wholesale,Amul,Tea 200g,185.6,137.51,250,90,16704,840,154557.9,2298.46,15455.79,11591.72,137853.9,89.1923997414561,9.33333333333333,9.25274784482759,185.6,Large,0
1004,Amul Wholesale,Amul,Tea 200g,185.6,140.61,100,90,16704,840,154557.9,2298.46,15455.79,11591.72,137853.9,89.1923997414561,9.33333333333333,9.25274784482759,185.6,Large,0
1004,Amul Wholesale,Amul,Tea 200g,185.6,144.38,200,90,16704,840,154557.9,2298.46,15455.79,11591.72,137853.9,89.1923997414561,9.33333333333333,9.25274784482759,185.6,Large,0
1004,Amul Wholesale,Amul,Tea 200g,185.6,158.66,1000,90,16704,840,154557.9,2298.46,15455.79,11591.72,137853.9,89.1923997414561,9.33333333333333,9.25274784482759,185.6,Large,0
1004,Amul Wholesale,Amul,Tea 200g,185.6,176.11,500,90,16704,840,154557.9,2298.46,15455.79,11591.72,137853.9,89.1923997414561,9.33333333333333,9.25274784482759,185.6,Large,0
1004,Amul Wholesale,Amul,Tea 200g,185.6,195.96,1000,90,16704,840,154557.9,2298.46,15455.79,11591.72,137853.9,89.1923997414561,9.33333333333333,9.25274784482759,185.6,Large,0
1004,Amul Wholesale,Amul,Tea 200g,185.6,245.34,1000,90,16704,840,154557.9,2298.46,15455.79,11591.72,137853.9,89.1923997414561,9.33333333333333,9.25274784482759,185.6,Large,0
1004,Amul Wholesale,Amul,Tea 200g,185.6,247.47,200,90,16704,840,154557.9,2298.46,15455.79,11591.72,137853.9,89.1923997414561,9.33333333333333,9.25274784482759,185.6,Large,0
1004,Amul Wholesale,Amul,Tea 200g,185.6,283.13,100,90,16704,840,154557.9,2298.46,15455.79,11591.72,137853.9,89.1923997414561,9.33333333333333,9.25274784482759,185.6,Large,0
1004,Amul Wholesale,Amul,Tea 200g,185.6,298.7,1000,90,16704,840,154557.9,2298.46,15455.79,11591.72,137853.9,89.1923997414561,9.33333333333333,9.25274784482759,185.6,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,30.2,100,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,31.06,500,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,40.29,1000,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,46.52,1000,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,56.25,100,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,73.19,500,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,76.47,500,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,79.87,1000,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,114.73,500,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,131.74,1000,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,148.64,500,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,158.21,1000,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,165.53,500,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,167.14,200,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,172.48,1000,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,176.96,1000,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,179.27,1000,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,214.2,250,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,237.1,100,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,256.32,100,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,274.68,1000,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1001,Nestle Suppliers,Nestle,Chips 1kg,137.98,288.4,100,100,13798,1285,198505.3,3119.25,19850.53,15880.4,184707.3,93.0490520908006,12.85,14.3865270329033,137.98,Large,0
1005,Tata Foods,Tata,Salt 100g,168.44,28.62,1000,80,13475.2,1200,170022.7,2691.86,17002.27,13601.85,156547.5,92.0744700560572,15,12.6174528021848,168.44,Medium,0
1005,Tata Foods,Tata,Salt 100g,168.44,54.47,1000,80,13475.2,1200,170022.7,2691.86,17002.27,13601.85,156547.5,92.0744700560572,15,12.6174528021848,168.44,Medium,0
1005,Tata Foods,Tata,Salt 100g,168.44,57.63,500,80,13475.2,1200,170022.7,2691.86,17002.27,13601.85,156547.5,92.0744700560572,15,12.6174528021848,168.44,Medium,0
1005,Tata Foods,Tata,Salt 100g,168.44,62.47,1000,80,13475.2,1200,170022.7,2691.86,17002.27,13601.85,156547.5,92.0744700560572,15,12.6174528021848,168.44,Medium,0
1005,Tata Foods,Tata,Salt 100g,168.44,81.49,200,80,13475.2,1200,170022.7,2691.86,17002.27,13601.85,156547.5,92.0744700560572,15,12.6174528021848,168.44,Medium,0
1005,Tata Foods,Tata,Salt 100g,168.44,91.19,250,80,13475.2,1200,170022.7,2691.86,17002.27,13601.85,156547.5,92.0744700560572,15,12.6174528021848,168.44,Medium,0
1005,Tata Foods,Tata,Salt 100g,168.44,91.48,200,80,13475.2,1200,170022.7,2691.86,17002.27,13601.85,156547.5,92.0744700560572,15,12.6174528021848,168.44,Medium,0
1005,Tata Foods,Tata,Salt 100g,168.44,116.68,1000,80,13475.2,1200,170022.7,2691.86,17002.27,13601.85,156547.5,92.0744700560572,15,12.6174528021848,168.44,Medium,0
